citation_url,citation,citation_id,source_export_id,export_label
https://www.earthchem.org/petdb/citation/0afa92fc0f8a9cf051bf2961b06ac56b,"Nielsen, S., Geldmacher, J., ... Kading, T. (2016). TRACKING ALONG-ARC SEDIMENT INPUTS TO THE ALEUTIAN ARC USING THALLIUM ISOTOPES. GEOCHIM COSMOCHIM ACTA, 181, 237.",0afa92fc0f8a9cf051bf2961b06ac56b,earthchem_export_jul15_26_5343,ARC
https://www.earthchem.org/petdb/citation/0bd65e799153554726820ca639514029,"Curtis, G., Evernden, J. (1962). AGE OF BASALT UNDERLYING BED I, OLDUVAI. NATURE, 194(4828), 611-612.",0bd65e799153554726820ca639514029,earthchem_export_jul15_26_51025,CIB
https://www.earthchem.org/petdb/citation/0c6b6f19684ed9b6ff07575fcf81c98d,"Gill, J. B. (2020). Compilation of whole rock geochemistry and petrography of samples from the Sangihe Arc, northern Sulawesi, Indonesia. null, null.",0c6b6f19684ed9b6ff07575fcf81c98d,earthchem_export_jul15_26_51427,OIB
https://www.earthchem.org/petdb/citation/0c8ce55163055c4da50a81e0a273468c,"O'connor, J., Jokat, W., ... Class, C. (2010). SHONA AND DISCOVERY ASEISMIC RIDGE SYSTEMS, SOUTH ATLANTIC: TRACE ELEMENT EVIDENCE FOR ENRICHED MANTLE SOURCES. J PETROL, 51(10), 2089-2120.",0c8ce55163055c4da50a81e0a273468c,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/0d27688c61c5a172e8e45956cd70cba2,"Rutford, R. (2007). JONES MOUNTAINS, ANTARCTICA: EVIDENCE FOR TERTIARY GLACIATION REVISITED. null, null.",0d27688c61c5a172e8e45956cd70cba2,earthchem_export_jul15_26_51025,CIB
https://www.earthchem.org/petdb/citation/0d441de75945e5acbc865406fc9a2559,"Creon, L., Levresse, G., ... Remusat, L. (2018). EVIDENCE OF A SHALLOW MAGMA RESERVOIR BELOW LOS HUMEROS VOLCANIC COMPLEX: INSIGHTS FROM THE GEOCHEMISTRY OF SILICATE MELT INCLUSIONS. JOURNAL OF SOUTH AMERICAN EARTH SCIENCES, 88, 446-458.",0d441de75945e5acbc865406fc9a2559,earthchem_export_jul15_26_5343,ARC
https://www.earthchem.org/petdb/citation/0d9095b0d6bbe98ea0c9c02b11b59ee3,"Geist, D. J., Diefenbach, B., ... Blusztajn, J. (2008). CONSTRUCTION OF THE GALÁPAGOS PLATFORM BY LARGE SUBMARINE VOLCANIC TERRACES. GEOCHEM GEOPHYS GEOSYST, 9(3)",0d9095b0d6bbe98ea0c9c02b11b59ee3,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/0dbb3fb9a5cd1d5f8a9075b5bb8070aa,"Plechov, P., Blundy, J. D., ... Tikhonova, E. (2015). PETROLOGY AND VOLATILE CONTENT OF MAGMAS ERUPTED FROM TOLBACHIK VOLCANO, KAMCHATKA, 2012–13. JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH, 307, 182-199.",0dbb3fb9a5cd1d5f8a9075b5bb8070aa,earthchem_export_jul15_26_5343,ARC
https://www.earthchem.org/petdb/citation/0e64a7b00c83e3d22ce6b3acf2c582b6,"Caracciolo, A., Marshall, E. W., ... Runarsdottir, R. (2025). Geochemical dataset of bulk and in-situ analyses for the 2022 and 2023 Fagradalsfjall eruption, Iceland. null, null.",0e64a7b00c83e3d22ce6b3acf2c582b6,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/0efe32849d230d7f53049ddc4a4b0c60,"Eissen, J. P., Juteau, T., ... Bideau, R. D. (1981). PRESENCE DE BASALTES PORPHYRIQUES DANS LES ZONES DE FRACTURE DE LA DORSALE EST PACIFIQUE. COMPT REND ACAD SCI PARIS, SER II, 293, 61-66.",0efe32849d230d7f53049ddc4a4b0c60,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/0f28b5d49b3020afeecd95b4009adf4c,"Moore, J. G., Schilling, J. (1973). VESICLES, WATER AND SULFUR IN REYKJANES RIDGE BASALTS. CONTRIB MINERAL PETROL, 41, 105-118.",0f28b5d49b3020afeecd95b4009adf4c,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/0f65caf0a7d00afd2b87c028e88fe931,"Brown, F. (1994). DEVELOPMENT OF PLIOCENE AND PLEISTOCENE CHRONOLOGY OF THE TURKANA BASIN, EAST AFRICA, AND ITS RELATION TO OTHER SITES. null, 285-312.",0f65caf0a7d00afd2b87c028e88fe931,earthchem_export_jul15_26_51025,CIB
https://www.earthchem.org/petdb/citation/0fc170ecbb8ff1afb2c6de48ea5343e7,"Naumann, T., Geist, D. J., ... Kurz, M. D. (2002). PETROLOGY AND GEOCHEMISTRY OF VOLCAN CERRO AZUL: PETROLOGIC DIVERSITY AMONG THE WESTERN GALAPAGOS VOLCANOES. J PETROL, 43(5), 883.",0fc170ecbb8ff1afb2c6de48ea5343e7,earthchem_export_jul15_26_51427,OIB
https://www.earthchem.org/petdb/citation/0fcbc61acd0479dc77e3cccc0f5ffca7,"Cann, J. R., Vine, F. J. (1966). AN AREA ON THE CREST OF THE CARLSBERG RIDGE; PETROLOGY AND MAGNETIC SURVEY. PHIL TRANS R SOC LOND, A259, 198-217.",0fcbc61acd0479dc77e3cccc0f5ffca7,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/1006ff12c465532f8c574aeaa4461b16,"White, W. M., Mcbirney, A. R., ... Duncan, R. A. (1993). PETROLOGY AND GEOCHEMISTRY OF THE GALAPAGOS ISLANDS: PORTRAIT OF A PATHOLOGICAL MANTLE PLUME. J GEOPHYS RES, 98(B11), 19563.",1006ff12c465532f8c574aeaa4461b16,earthchem_export_jul15_26_51427,OIB
https://www.earthchem.org/petdb/citation/109a0ca3bc27f3e96597370d5c8cf03d,"Lonsdale, P. F., Allan, J. F., ... Batiza, R. (1987). PETROLOGY AND CHEMISTRY OF LAVAS FROM SEAMOUNTS FLANKING THE EAST PACIFIC RISE AXIS, 21 DEG N: IMPLICATIONS CONCERNING THE MANTLE SOURCE COMPOSITION FOR BOTH SEAMOUNT AND ADJACENT EPR LAVAS. AGU GEOPHYS MONOGR, 43, 255-282.",109a0ca3bc27f3e96597370d5c8cf03d,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/109d2dd3608f669ca17920c511c2a41e,"Merle, R., Marzoli, A., ... Ernesto, M. (2011). 40Ar/39Ar AGES AND Sr-Nd-Pb-Os GEOCHEMISTRY OF CAMP THOLEIITES FROM WESTERN MARANHAO BASIN (NE BRAZIL). LITHOS, 122, 137-151.",109d2dd3608f669ca17920c511c2a41e,earthchem_export_jul15_26_51025,CIB
https://www.earthchem.org/petdb/citation/115f89503138416a242f40fb7d7f338e,"Hekinian, R., Fouquet, Y. (1985). VOLCANISM AND METALLOGENESIS OF AXIAL AND OFF-AXIAL STRUCTURES ON THE EAST PACIFIC RISE NEAR 13 DEGREE N. ECON GEOL, 80, 221-249.",115f89503138416a242f40fb7d7f338e,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/125c0e943c73bb8a0840ab524fdcbd08,"Curtis, G., Hay, R. (1972). FURTHER GEOLOGICAL STUDIES AND POTASSIUM-ARGON DATING AT OLDUVAI GORGE AND NGORONGORO CRATER. null, 107-134.",125c0e943c73bb8a0840ab524fdcbd08,earthchem_export_jul15_26_51025,CIB
https://www.earthchem.org/petdb/citation/1264a061d82a2edae1574b07249800d6,"Yogodzinski, G., Brown, S. T., ... Werner, R. (2015). THE ROLE OF SUBDUCTED BASALT IN THE SOURCE OF ISLAND ARC MAGMAS: EVIDENCE FROM SEAFLOOR LAVAS OF THE WESTERN ALEUTIANS. J PETROL, 56, 441-492.",1264a061d82a2edae1574b07249800d6,earthchem_export_jul15_26_5343,ARC
https://www.earthchem.org/petdb/citation/12e086066892a311b752673a28583d3f,"Reagan, M. K., Pearce, J. A., ... Whattam, S. (2015). SITE U1442. PROCEEDINGS OF THE INTERNATIONAL OCEAN DISCOVERY PROGRAM, 352",12e086066892a311b752673a28583d3f,earthchem_export_jul15_26_5343,ARC
https://www.earthchem.org/petdb/citation/1305f6c705349316360c3ccfe7cfe847,"Peters, B. J., Shahar, A., ... Mock, T. D. (2019). A SULFIDE PERSPECTIVE ON IRON ISOTOPE FRACTIONATION DURING OCEAN ISLAND BASALT PETROGENESIS. GEOCHIMICA ET COSMOCHIMICA ACTA, 245, 59-78.",1305f6c705349316360c3ccfe7cfe847,earthchem_export_jul15_26_51427,OIB
https://www.earthchem.org/petdb/citation/13111c20aee51aeb480ecbd988cd8cc9,"Geldmacher, J., Hoefig, T., ... Wilson, D. S. (2013). INFLUENCE OF THE GALAPAGOS HOTSPOT ON THE EAST PACIFIC RISE DURING MIOCENE SUPERFAST SPREADING. GEOLOGY, 41(2), 183-186.",13111c20aee51aeb480ecbd988cd8cc9,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/133b3752e52bae42230364cb720f81f7,"Labidi, J., Cartigny, P. (2016). NEGLIGIBLE SULFUR ISOTOPE FRACTIONATION DURING PARTIAL MELTING: EVIDENCE FROM GARRETT TRANSFORM FAULT BASALTS, IMPLICATIONS FOR THE LATE-VENEER AND THE HADEAN MATTE. EARTH PLANET SCI LETT, 451, 207.",133b3752e52bae42230364cb720f81f7,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/1343777b8ead1cef5a79b78a1a48d805,"Mollel, G. F., Feigenson, M. D., ... Swisher Iii, C. C. (2008). GEOCHEMICAL EVOLUTION OF NGORONGORO CALDERA, NORTHERN TANZANIA: IMPLICATIONS FOR CRUST–MAGMA INTERACTION. EARTH AND PLANETARY SCIENCE LETTERS, 271(1-4), 337-347.",1343777b8ead1cef5a79b78a1a48d805,earthchem_export_jul15_26_51025,CIB
https://www.earthchem.org/petdb/citation/1373b284bc381890049e92d324f56de0,"Plank, T., Wade, J. A., ... Hilton, D. R. (2005). THE MAY 2003 ERUPTION OF ANATAHAN VOLCANO, MARIANA ISLANDS: GEOCHEMICAL EVOLUTION OF A SILICIC ISLAND-ARC VOLCANO. J VOLCANOL GEOTHERM RES, 146, 139-170.",1373b284bc381890049e92d324f56de0,earthchem_export_jul15_26_5343,ARC
https://www.earthchem.org/petdb/citation/13f3cf8c531952d72e5847c4183e6910,"Macdougall, J. D., Spencer, K., ... Sinton, J. M. (1993). ISOTOPE AND TRACE ELEMENT CHARACTERISTICS OF A SUPER-FAST SPREADING RIDGE: EAST PACIFIC RISE 13-23 DEGREE S. EARTH PLANET SCI LETT, 121, 171-191.",13f3cf8c531952d72e5847c4183e6910,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/147540e129e096fa91700e9db6588354,"Keller, R. A., Fisk, M. R., ... Lawver, L. (2002). GEOCHEMISTRY OF BACK ARC BASIN VOLCANISM IN BRANSFIELD STRAIT, ANTARCTICA: SUBDUCTED CONTRIBUTIONS AND ALONG-AXIS VARIATIONS. JOURNAL OF GEOPHYSICAL RESEARCH, 107(B8), null.",147540e129e096fa91700e9db6588354,earthchem_export_jul15_26_5343,ARC
https://www.earthchem.org/petdb/citation/148510031349642de5ca0c544f31b2ef,"Barnes, J. D., Cisneros, M. (2012). MINERALOGICAL CONTROL ON THE CHLORINE ISOTOPE COMPOSITION OF ALTERED OCEANIC CRUST. CHEMICAL GEOLOGY, 326-327, 51-60.",148510031349642de5ca0c544f31b2ef,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/149e9677a5989fd342ae44213df68868,"Aumento, F. (1968). THE MID-ATLANTIC RIDGE NEAR 45 DEGREE N  II. BASALTS FROM THE AREA OF CONFEDERATION PEAK. CAN J EARTH SCI, 5, 1-21.",149e9677a5989fd342ae44213df68868,earthchem_export_jul14_26_14620,MORB
https://www.earthchem.org/petdb/citation/149ef6419512be56a93169cd5e6fa8fd,"El-hinnawi, E. (1964). PETROCHEMICAL CHARACTERS OF AFRICAN VOLCANIC ROCKS. NEUES JAHRBUCH FÜR MINERALOGIE. MONATSHEFTE, INHALT, (3), 65-81.",149ef6419512be56a93169cd5e6fa8fd,earthchem_export_jul15_26_51025,CIB
